component_1,table_type,component_2,component_3,component_4,component_5,value,component_6,component_7,component_8
REG2,PRC_ACTUNT,FTE-RSDCOA,RSDCOA,PJ,,,,,
REG2,PRC_ACTUNT,FTE-RSDELC,RSDELC,PJ,,,,,
REG2,PRC_ACTUNT,FTE-RSDGAS,RSDGAS,PJ,,,,,
REG2,PRC_ACTUNT,FTE-RSDOIL,RSDOIL,PJ,,,,,
REG2,PRC_ACTUNT,FTE-RSDSOL,RSDSOL,PJ,,,,,
REG2,PRC_ACTUNT,FTE-TRABIO,TRABIO,PJ,,,,,
REG2,PRC_ACTUNT,FTE-TRADSL,TRADSL,PJ,,,,,
REG2,PRC_ACTUNT,FTE-TRAELC,TRAELC,PJ,,,,,
REG2,PRC_ACTUNT,FTE-TRAGAS,TRAGAS,PJ,,,,,
REG2,PRC_ACTUNT,FTE-TRAGSL,TRAGSL,PJ,,,,,
REG2,PRC_ACTUNT,FTE-TRALPG,TRALPG,PJ,,,,,
REG2,PRC_ACTUNT,IDM1ETOT,DIDM1,PJ,,,,,
REG2,PRC_ACTUNT,IMPCOA1,COA,PJ,,,,,
REG2,PRC_ACTUNT,IMPDEMZ,DEM,PJ,,,,,
REG2,PRC_ACTUNT,IMPDSL1,DSL,PJ,,,,,
REG2,PRC_ACTUNT,IMPELC1,ELC,PJ,,,,,
REG2,PRC_ACTUNT,IMPGAS1,GAS,PJ,,,,,
REG2,PRC_ACTUNT,IMPGSL1,GSL,PJ,,,,,
REG2,PRC_ACTUNT,IMPHFO1,HFO,PJ,,,,,
REG2,PRC_ACTUNT,IMPKER1,KER,PJ,,,,,
REG2,PRC_ACTUNT,IMPLPG1,LPG,PJ,,,,,
REG2,PRC_ACTUNT,IMPMATZ,MAT,MT,,,,,
REG2,PRC_ACTUNT,IMPNAP1,NAP,PJ,,,,,
REG2,PRC_ACTUNT,IMPNRGZ,NRG,PJ,,,,,
REG2,PRC_ACTUNT,IMPOIL1,OIL,PJ,,,,,
REG2,PRC_ACTUNT,IMPOPP1,OPP,PJ,,,,,
REG2,PRC_ACTUNT,MINBIO1,BIO,PJ,,,,,
REG2,PRC_ACTUNT,MINCOA1,COA,PJ,,,,,
REG2,PRC_ACTUNT,MINCOA2,COA,PJ,,,,,
REG2,PRC_ACTUNT,MINCOA3,COA,PJ,,,,,
REG2,PRC_ACTUNT,MINGAS1,GAS,PJ,,,,,
REG2,PRC_ACTUNT,MINGAS2,GAS,PJ,,,,,
REG2,PRC_ACTUNT,MINGAS3,GAS,PJ,,,,,
REG2,PRC_ACTUNT,MINHYD1,HYD,PJ,,,,,
REG2,PRC_ACTUNT,MINNUC1,NUC,PJ,,,,,
REG2,PRC_ACTUNT,MINOIL1,OIL,PJ,,,,,
REG2,PRC_ACTUNT,MINOIL2,OIL,PJ,,,,,
REG2,PRC_ACTUNT,MINOIL3,OIL,PJ,,,,,
REG2,PRC_ACTUNT,MINSOL1,SOL,PJ,,,,,
REG2,PRC_ACTUNT,MINWIN1,WIN,PJ,,,,,
REG2,PRC_ACTUNT,RAPEELC,DRAP,PJ,,,,,
REG2,PRC_ACTUNT,REFEOIL00,REFEOIL00_NRGI,PJ,,,,,
REG2,PRC_ACTUNT,ROTEBIO,DROT,PJ,,,,,
REG2,PRC_ACTUNT,ROTECOA,DROT,PJ,,,,,
REG2,PRC_ACTUNT,ROTEELC,DROT,PJ,,,,,
REG2,PRC_ACTUNT,ROTEGAS,DROT,PJ,,,,,
REG2,PRC_ACTUNT,ROTEOIL,DROT,PJ,,,,,
REG2,PRC_ACTUNT,RSHEBIO,DRSH,PJ,,,,,
REG2,PRC_ACTUNT,RSHECOA,DRSH,PJ,,,,,
REG2,PRC_ACTUNT,RSHEELC,DRSH,PJ,,,,,
REG2,PRC_ACTUNT,RSHEGAS,DRSH,PJ,,,,,
REG2,PRC_ACTUNT,RSHEOIL,DRSH,PJ,,,,,
REG2,PRC_ACTUNT,RSHESOL,DRSH,PJ,,,,,
REG2,PRC_ACTUNT,TB_ELC_REG1_REG2_01,NRG,PJ,,,,,
REG2,PRC_ACTUNT,TCAREBIO,TCAREBIO_DEMO,BPKM,,,,,
REG2,PRC_ACTUNT,TCAREDSL,TCAREDSL_DEMO,BPKM,,,,,
REG2,PRC_ACTUNT,TCAREELC,TCAREELC_DEMO,BPKM,,,,,
REG2,PRC_ACTUNT,TCAREGAS,TCAREGAS_DEMO,BPKM,,,,,
REG2,PRC_ACTUNT,TCAREGSL,TCAREGSL_DEMO,BPKM,,,,,
REG2,PRC_ACTUNT,TCARELPG,TCARELPG_DEMO,BPKM,,,,,
REG2,PRC_ACTUNT,TPUBEBIO,TPUBEBIO_DEMO,BPKM,,,,,
REG2,PRC_ACTUNT,TPUBEDSL,TPUBEDSL_DEMO,BPKM,,,,,
REG2,PRC_ACTUNT,TPUBEELC,TPUBEELC_DEMO,BPKM,,,,,
REG2,PRC_ACTUNT,TPUBEGAS,TPUBEGAS_DEMO,BPKM,,,,,
REG2,PRC_ACTUNT,TPUBEGSL,TPUBEGSL_DEMO,BPKM,,,,,
REG2,PRC_ACTUNT,TPUBELPG,TPUBELPG_DEMO,BPKM,,,,,
REG2,PRC_ACTUNT,TU_GAS_REG2_REG1_01,NRG,PJ,,,,,
REG1,TOP,AOTETOT,AGRBIO,IN,,,,,
REG1,TOP,AOTETOT,AGRCOA,IN,,,,,
REG1,TOP,AOTETOT,AGRELC,IN,,,,,
REG1,TOP,AOTETOT,AGRGAS,IN,,,,,
REG1,TOP,AOTETOT,AGROIL,IN,,,,,
REG1,TOP,AOTETOT,DAOT,OUT,,,,,
REG1,TOP,CAPEELC,COMELC,IN,,,,,
REG1,TOP,CAPEELC,DCAP,OUT,,,,,
REG1,TOP,COTEBIO,COMBIO,IN,,,,,
REG1,TOP,COTEBIO,DCOT,OUT,,,,,
REG1,TOP,COTECOA,COMCOA,IN,,,,,
REG1,TOP,COTECOA,DCOT,OUT,,,,,
REG1,TOP,COTEELC,COMELC,IN,,,,,
REG1,TOP,COTEELC,DCOT,OUT,,,,,
REG1,TOP,COTEGAS,COMGAS,IN,,,,,
REG1,TOP,COTEGAS,DCOT,OUT,,,,,
REG1,TOP,COTEOIL,COMOIL,IN,,,,,
REG1,TOP,COTEOIL,DCOT,OUT,,,,,
REG1,TOP,CSHEBIO,COMBIO,IN,,,,,
REG1,TOP,CSHEBIO,DCSH,OUT,,,,,
REG1,TOP,CSHECOA,COMCOA,IN,,,,,
REG1,TOP,CSHECOA,DCSH,OUT,,,,,
REG1,TOP,CSHEELC,COMELC,IN,,,,,
REG1,TOP,CSHEELC,DCSH,OUT,,,,,
REG1,TOP,CSHEGAS,COMGAS,IN,,,,,
REG1,TOP,CSHEGAS,DCSH,OUT,,,,,
REG1,TOP,CSHEOIL,COMOIL,IN,,,,,
REG1,TOP,CSHEOIL,DCSH,OUT,,,,,
REG1,TOP,CSHESOL,COMSOL,IN,,,,,
REG1,TOP,CSHESOL,DCSH,OUT,,,,,
REG1,TOP,ELCNENUC00,ELC,OUT,,,,,
REG1,TOP,ELCNENUC00,ELCNUC,IN,,,,,
REG1,TOP,ELCREBIO00,ELC,OUT,,,,,
REG1,TOP,ELCREBIO00,ELCBIO,IN,,,,,
REG1,TOP,ELCREHYD00,ELC,OUT,,,,,
REG1,TOP,ELCREHYD00,ELCHYD,IN,,,,,
REG1,TOP,ELCRESOL00,ELC,OUT,,,,,
REG1,TOP,ELCRESOL00,ELCSOL,IN,,,,,
REG1,TOP,ELCREWIN00,ELC,OUT,,,,,
REG1,TOP,ELCREWIN00,ELCWIN,IN,,,,,
REG1,TOP,ELCTECOA00,ELC,OUT,,,,,
REG1,TOP,ELCTECOA00,ELCCOA,IN,,,,,
REG1,TOP,ELCTEGAS00,ELC,OUT,,,,,
REG1,TOP,ELCTEGAS00,ELCGAS,IN,,,,,
REG1,TOP,ELCTEOIL00,ELC,OUT,,,,,
REG1,TOP,ELCTEOIL00,ELCOIL,IN,,,,,
REG1,TOP,EXPCOA1,COA,IN,,,,,
REG1,TOP,EXPDSL1,DSL,IN,,,,,
REG1,TOP,EXPELC1,ELC,IN,,,,,
REG1,TOP,EXPGAS1,GAS,IN,,,,,
REG1,TOP,EXPGSL1,GSL,IN,,,,,
REG1,TOP,EXPHFO1,HFO,IN,,,,,
REG1,TOP,EXPKER1,KER,IN,,,,,
REG1,TOP,EXPLPG1,LPG,IN,,,,,
REG1,TOP,EXPNAP1,NAP,IN,,,,,
REG1,TOP,EXPOIL1,OIL,IN,,,,,
REG1,TOP,EXPOPP1,OPP,IN,,,,,
REG1,TOP,FTE-AGRBIO,AGRBIO,OUT,,,,,
REG1,TOP,FTE-AGRBIO,BIO,IN,,,,,
REG1,TOP,FTE-AGRCOA,AGRCOA,OUT,,,,,
REG1,TOP,FTE-AGRCOA,COA,IN,,,,,
REG1,TOP,FTE-AGRELC,AGRELC,OUT,,,,,
REG1,TOP,FTE-AGRELC,ELC,IN,,,,,
REG1,TOP,FTE-AGRGAS,AGRGAS,OUT,,,,,
REG1,TOP,FTE-AGRGAS,GAS,IN,,,,,
REG1,TOP,FTE-AGROIL,AGROIL,OUT,,,,,
REG1,TOP,FTE-AGROIL,DSL,IN,,,,,
REG1,TOP,FTE-AGROIL,GSL,IN,,,,,
REG1,TOP,FTE-AGROIL,HFO,IN,,,,,
REG1,TOP,FTE-AGROIL,KER,IN,,,,,
REG1,TOP,FTE-AGROIL,LPG,IN,,,,,
REG1,TOP,FTE-AGROIL,OPP,IN,,,,,
REG1,TOP,FTE-COMBIO,BIO,IN,,,,,
REG1,TOP,FTE-COMBIO,COMBIO,OUT,,,,,
REG1,TOP,FTE-COMCOA,COA,IN,,,,,
REG1,TOP,FTE-COMCOA,COMCOA,OUT,,,,,
REG1,TOP,FTE-COMELC,COMELC,OUT,,,,,
REG1,TOP,FTE-COMELC,ELC,IN,,,,,
REG1,TOP,FTE-COMGAS,COMGAS,OUT,,,,,
REG1,TOP,FTE-COMGAS,GAS,IN,,,,,
REG1,TOP,FTE-COMOIL,COMOIL,OUT,,,,,
REG1,TOP,FTE-COMOIL,DSL,IN,,,,,
REG1,TOP,FTE-COMOIL,GSL,IN,,,,,
REG1,TOP,FTE-COMOIL,HFO,IN,,,,,
REG1,TOP,FTE-COMOIL,KER,IN,,,,,
REG1,TOP,FTE-COMOIL,LPG,IN,,,,,
REG1,TOP,FTE-COMOIL,OPP,IN,,,,,
REG1,TOP,FTE-COMSOL,COMSOL,OUT,,,,,
REG1,TOP,FTE-COMSOL,SOL,IN,,,,,
REG1,TOP,FTE-ELCBIO,BIO,IN,,,,,
REG1,TOP,FTE-ELCBIO,ELCBIO,OUT,,,,,
REG1,TOP,FTE-ELCCOA,COA,IN,,,,,
REG1,TOP,FTE-ELCCOA,ELCCOA,OUT,,,,,
REG1,TOP,FTE-ELCGAS,ELCGAS,OUT,,,,,
REG1,TOP,FTE-ELCGAS,GAS,IN,,,,,
REG1,TOP,FTE-ELCHYD,ELCHYD,OUT,,,,,
REG1,TOP,FTE-ELCHYD,HYD,IN,,,,,
REG1,TOP,FTE-ELCNUC,ELCNUC,OUT,,,,,
REG1,TOP,FTE-ELCNUC,NUC,IN,,,,,
REG1,TOP,FTE-ELCOIL,DSL,IN,,,,,
REG1,TOP,FTE-ELCOIL,ELCOIL,OUT,,,,,
REG1,TOP,FTE-ELCOIL,HFO,IN,,,,,
REG1,TOP,FTE-ELCOIL,LPG,IN,,,,,
REG1,TOP,FTE-ELCOIL,OPP,IN,,,,,
REG1,TOP,FTE-ELCSOL,ELCSOL,OUT,,,,,
REG1,TOP,FTE-ELCSOL,SOL,IN,,,,,
REG1,TOP,FTE-ELCWIN,ELCWIN,OUT,,,,,
REG1,TOP,FTE-ELCWIN,WIN,IN,,,,,
REG1,TOP,FTE-INDBIO,BIO,IN,,,,,
REG1,TOP,FTE-INDBIO,INDBIO,OUT,,,,,
REG1,TOP,FTE-INDCOA,COA,IN,,,,,
REG1,TOP,FTE-INDCOA,INDCOA,OUT,,,,,
REG1,TOP,FTE-INDELC,ELC,IN,,,,,
REG1,TOP,FTE-INDELC,INDELC,OUT,,,,,
REG1,TOP,FTE-INDGAS,GAS,IN,,,,,
REG1,TOP,FTE-INDGAS,INDGAS,OUT,,,,,
REG1,TOP,FTE-INDOIL,DSL,IN,,,,,
REG1,TOP,FTE-INDOIL,GSL,IN,,,,,
REG1,TOP,FTE-INDOIL,HFO,IN,,,,,
REG1,TOP,FTE-INDOIL,INDOIL,OUT,,,,,
REG1,TOP,FTE-INDOIL,KER,IN,,,,,
REG1,TOP,FTE-INDOIL,LPG,IN,,,,,
REG1,TOP,FTE-INDOIL,NAP,IN,,,,,
REG1,TOP,FTE-INDOIL,OPP,IN,,,,,
REG1,TOP,FTE-RSDBIO,BIO,IN,,,,,
REG1,TOP,FTE-RSDBIO,RSDBIO,OUT,,,,,
REG1,TOP,FTE-RSDCOA,COA,IN,,,,,
REG1,TOP,FTE-RSDCOA,RSDCOA,OUT,,,,,
REG1,TOP,FTE-RSDELC,ELC,IN,,,,,
REG1,TOP,FTE-RSDELC,RSDELC,OUT,,,,,
REG1,TOP,FTE-RSDGAS,GAS,IN,,,,,
REG1,TOP,FTE-RSDGAS,RSDGAS,OUT,,,,,
REG1,TOP,FTE-RSDOIL,DSL,IN,,,,,
REG1,TOP,FTE-RSDOIL,GSL,IN,,,,,
REG1,TOP,FTE-RSDOIL,HFO,IN,,,,,
REG1,TOP,FTE-RSDOIL,KER,IN,,,,,
REG1,TOP,FTE-RSDOIL,LPG,IN,,,,,
REG1,TOP,FTE-RSDOIL,OPP,IN,,,,,
REG1,TOP,FTE-RSDOIL,RSDOIL,OUT,,,,,
REG1,TOP,FTE-RSDSOL,RSDSOL,OUT,,,,,
REG1,TOP,FTE-RSDSOL,SOL,IN,,,,,
REG1,TOP,FTE-TRABIO,BIO,IN,,,,,
REG1,TOP,FTE-TRABIO,TRABIO,OUT,,,,,
REG1,TOP,FTE-TRADSL,DSL,IN,,,,,
REG1,TOP,FTE-TRADSL,TRADSL,OUT,,,,,
REG1,TOP,FTE-TRAELC,ELC,IN,,,,,
REG1,TOP,FTE-TRAELC,TRAELC,OUT,,,,,
REG1,TOP,FTE-TRAGAS,GAS,IN,,,,,
REG1,TOP,FTE-TRAGAS,TRAGAS,OUT,,,,,
REG1,TOP,FTE-TRAGSL,GSL,IN,,,,,
REG1,TOP,FTE-TRAGSL,TRAGSL,OUT,,,,,
REG1,TOP,FTE-TRALPG,LPG,IN,,,,,
REG1,TOP,FTE-TRALPG,TRALPG,OUT,,,,,
REG1,TOP,IDM1ETOT,DIDM1,OUT,,,,,
REG1,TOP,IDM1ETOT,INDBIO,IN,,,,,
REG1,TOP,IDM1ETOT,INDCOA,IN,,,,,
REG1,TOP,IDM1ETOT,INDELC,IN,,,,,
REG1,TOP,IDM1ETOT,INDGAS,IN,,,,,
REG1,TOP,IDM1ETOT,INDOIL,IN,,,,,
REG1,TOP,IMPCOA1,COA,OUT,,,,,
REG1,TOP,IMPDSL1,DSL,OUT,,,,,
REG1,TOP,IMPELC1,ELC,OUT,,,,,
REG1,TOP,IMPGAS1,GAS,OUT,,,,,
REG1,TOP,IMPGSL1,GSL,OUT,,,,,
REG1,TOP,IMPHFO1,HFO,OUT,,,,,
REG1,TOP,IMPKER1,KER,OUT,,,,,
REG1,TOP,IMPLPG1,LPG,OUT,,,,,
REG1,TOP,IMPNAP1,NAP,OUT,,,,,
REG1,TOP,IMPOIL1,OIL,OUT,,,,,
REG1,TOP,IMPOPP1,OPP,OUT,,,,,
REG1,TOP,MINBIO1,BIO,OUT,,,,,
REG1,TOP,MINCOA1,COA,OUT,,,,,
REG1,TOP,MINCOA2,COA,OUT,,,,,
REG1,TOP,MINCOA3,COA,OUT,,,,,
REG1,TOP,MINGAS1,GAS,OUT,,,,,
REG1,TOP,MINGAS2,GAS,OUT,,,,,
REG1,TOP,MINGAS3,GAS,OUT,,,,,
REG1,TOP,MINHYD1,HYD,OUT,,,,,
REG1,TOP,MINNUC1,NUC,OUT,,,,,
REG1,TOP,MINOIL1,OIL,OUT,,,,,
REG1,TOP,MINOIL2,OIL,OUT,,,,,
REG1,TOP,MINOIL3,OIL,OUT,,,,,
REG1,TOP,MINSOL1,SOL,OUT,,,,,
REG1,TOP,MINWIN1,WIN,OUT,,,,,
REG1,TOP,RAPEELC,DRAP,OUT,,,,,
REG1,TOP,RAPEELC,RSDELC,IN,,,,,
REG1,TOP,REFEOIL00,DSL,OUT,,,,,
REG1,TOP,REFEOIL00,GSL,OUT,,,,,
REG1,TOP,REFEOIL00,HFO,OUT,,,,,
REG1,TOP,REFEOIL00,KER,OUT,,,,,
REG1,TOP,REFEOIL00,LPG,OUT,,,,,
REG1,TOP,REFEOIL00,NAP,OUT,,,,,
REG1,TOP,REFEOIL00,OIL,IN,,,,,
REG1,TOP,REFEOIL00,OPP,OUT,,,,,
REG1,TOP,ROTEBIO,DROT,OUT,,,,,
REG1,TOP,ROTEBIO,RSDBIO,IN,,,,,
REG1,TOP,ROTECOA,DROT,OUT,,,,,
REG1,TOP,ROTECOA,RSDCOA,IN,,,,,
REG1,TOP,ROTEELC,DROT,OUT,,,,,
REG1,TOP,ROTEELC,RSDELC,IN,,,,,
REG1,TOP,ROTEGAS,DROT,OUT,,,,,
REG1,TOP,ROTEGAS,RSDGAS,IN,,,,,
REG1,TOP,ROTEOIL,DROT,OUT,,,,,
REG1,TOP,ROTEOIL,RSDOIL,IN,,,,,
REG1,TOP,RSHEBIO,DRSH,OUT,,,,,
REG1,TOP,RSHEBIO,RSDBIO,IN,,,,,
REG1,TOP,RSHECOA,DRSH,OUT,,,,,
REG1,TOP,RSHECOA,RSDCOA,IN,,,,,
REG1,TOP,RSHEELC,DRSH,OUT,,,,,
REG1,TOP,RSHEELC,RSDELC,IN,,,,,
REG1,TOP,RSHEGAS,DRSH,OUT,,,,,
REG1,TOP,RSHEGAS,RSDGAS,IN,,,,,
REG1,TOP,RSHEOIL,DRSH,OUT,,,,,
REG1,TOP,RSHEOIL,RSDOIL,IN,,,,,
REG1,TOP,RSHESOL,DRSH,OUT,,,,,
REG1,TOP,RSHESOL,RSDSOL,IN,,,,,
REG1,TOP,TCAREBIO,DTCAR,OUT,,,,,
REG1,TOP,TCAREBIO,TRABIO,IN,,,,,
REG1,TOP,TCAREDSL,DTCAR,OUT,,,,,
REG1,TOP,TCAREDSL,TRADSL,IN,,,,,
REG1,TOP,TCAREELC,DTCAR,OUT,,,,,
REG1,TOP,TCAREELC,TRAELC,IN,,,,,
REG1,TOP,TCAREGAS,DTCAR,OUT,,,,,
REG1,TOP,TCAREGAS,TRAGAS,IN,,,,,
REG1,TOP,TCAREGSL,DTCAR,OUT,,,,,
REG1,TOP,TCAREGSL,TRAGSL,IN,,,,,
REG1,TOP,TCARELPG,DTCAR,OUT,,,,,
REG1,TOP,TCARELPG,TRALPG,IN,,,,,
REG1,TOP,TPUBEBIO,DTPUB,OUT,,,,,
REG1,TOP,TPUBEBIO,TRABIO,IN,,,,,
REG1,TOP,TPUBEDSL,DTPUB,OUT,,,,,
REG1,TOP,TPUBEDSL,TRADSL,IN,,,,,
REG1,TOP,TPUBEELC,DTPUB,OUT,,,,,
REG1,TOP,TPUBEELC,TRAELC,IN,,,,,
REG1,TOP,TPUBEGAS,DTPUB,OUT,,,,,
REG1,TOP,TPUBEGAS,TRAGAS,IN,,,,,
REG1,TOP,TPUBEGSL,DTPUB,OUT,,,,,
REG1,TOP,TPUBEGSL,TRAGSL,IN,,,,,
REG1,TOP,TPUBELPG,DTPUB,OUT,,,,,
REG1,TOP,TPUBELPG,TRALPG,IN,,,,,
REG2,TOP,AOTETOT,AGRBIO,IN,,,,,
REG2,TOP,AOTETOT,AGRCOA,IN,,,,,
REG2,TOP,AOTETOT,AGRELC,IN,,,,,
REG2,TOP,AOTETOT,AGRGAS,IN,,,,,
REG2,TOP,AOTETOT,AGROIL,IN,,,,,
REG2,TOP,AOTETOT,DAOT,OUT,,,,,
REG2,TOP,CAPEELC,COMELC,IN,,,,,
REG2,TOP,CAPEELC,DCAP,OUT,,,,,
REG2,TOP,COTEBIO,COMBIO,IN,,,,,
REG2,TOP,COTEBIO,DCOT,OUT,,,,,
REG2,TOP,COTECOA,COMCOA,IN,,,,,
REG2,TOP,COTECOA,DCOT,OUT,,,,,
REG2,TOP,COTEELC,COMELC,IN,,,,,
REG2,TOP,COTEELC,DCOT,OUT,,,,,
REG2,TOP,COTEGAS,COMGAS,IN,,,,,
REG2,TOP,COTEGAS,DCOT,OUT,,,,,
REG2,TOP,COTEOIL,COMOIL,IN,,,,,
REG2,TOP,COTEOIL,DCOT,OUT,,,,,
REG2,TOP,CSHEBIO,COMBIO,IN,,,,,
REG2,TOP,CSHEBIO,DCSH,OUT,,,,,
REG2,TOP,CSHECOA,COMCOA,IN,,,,,
REG2,TOP,CSHECOA,DCSH,OUT,,,,,
REG2,TOP,CSHEELC,COMELC,IN,,,,,
REG2,TOP,CSHEELC,DCSH,OUT,,,,,
REG2,TOP,CSHEGAS,COMGAS,IN,,,,,
REG2,TOP,CSHEGAS,DCSH,OUT,,,,,
REG2,TOP,CSHEOIL,COMOIL,IN,,,,,
REG2,TOP,CSHEOIL,DCSH,OUT,,,,,
REG2,TOP,CSHESOL,COMSOL,IN,,,,,
REG2,TOP,CSHESOL,DCSH,OUT,,,,,
REG2,TOP,ELCNENUC00,ELC,OUT,,,,,
REG2,TOP,ELCNENUC00,ELCNUC,IN,,,,,
REG2,TOP,ELCREBIO00,ELC,OUT,,,,,
REG2,TOP,ELCREBIO00,ELCBIO,IN,,,,,
REG2,TOP,ELCREHYD00,ELC,OUT,,,,,
REG2,TOP,ELCREHYD00,ELCHYD,IN,,,,,
REG2,TOP,ELCRESOL00,ELC,OUT,,,,,
REG2,TOP,ELCRESOL00,ELCSOL,IN,,,,,
REG2,TOP,ELCREWIN00,ELC,OUT,,,,,
REG2,TOP,ELCREWIN00,ELCWIN,IN,,,,,
REG2,TOP,ELCTECOA00,ELC,OUT,,,,,
REG2,TOP,ELCTECOA00,ELCCOA,IN,,,,,
REG2,TOP,ELCTEGAS00,ELC,OUT,,,,,
REG2,TOP,ELCTEGAS00,ELCGAS,IN,,,,,
REG2,TOP,ELCTEOIL00,ELC,OUT,,,,,
REG2,TOP,ELCTEOIL00,ELCOIL,IN,,,,,
REG2,TOP,EXPCOA1,COA,IN,,,,,
REG2,TOP,EXPDSL1,DSL,IN,,,,,
REG2,TOP,EXPELC1,ELC,IN,,,,,
REG2,TOP,EXPGAS1,GAS,IN,,,,,
REG2,TOP,EXPGSL1,GSL,IN,,,,,
REG2,TOP,EXPHFO1,HFO,IN,,,,,
REG2,TOP,EXPKER1,KER,IN,,,,,
REG2,TOP,EXPLPG1,LPG,IN,,,,,
REG2,TOP,EXPNAP1,NAP,IN,,,,,
REG2,TOP,EXPOIL1,OIL,IN,,,,,
REG2,TOP,EXPOPP1,OPP,IN,,,,,
REG2,TOP,FTE-AGRBIO,AGRBIO,OUT,,,,,
REG2,TOP,FTE-AGRBIO,BIO,IN,,,,,
REG2,TOP,FTE-AGRCOA,AGRCOA,OUT,,,,,
REG2,TOP,FTE-AGRCOA,COA,IN,,,,,
REG2,TOP,FTE-AGRELC,AGRELC,OUT,,,,,
REG2,TOP,FTE-AGRELC,ELC,IN,,,,,
REG2,TOP,FTE-AGRGAS,AGRGAS,OUT,,,,,
REG2,TOP,FTE-AGRGAS,GAS,IN,,,,,
REG2,TOP,FTE-AGROIL,AGROIL,OUT,,,,,
REG2,TOP,FTE-AGROIL,DSL,IN,,,,,
REG2,TOP,FTE-AGROIL,GSL,IN,,,,,
REG2,TOP,FTE-AGROIL,HFO,IN,,,,,
REG2,TOP,FTE-AGROIL,KER,IN,,,,,
REG2,TOP,FTE-AGROIL,LPG,IN,,,,,
REG2,TOP,FTE-AGROIL,OPP,IN,,,,,
REG2,TOP,FTE-COMBIO,BIO,IN,,,,,
REG2,TOP,FTE-COMBIO,COMBIO,OUT,,,,,
REG2,TOP,FTE-COMCOA,COA,IN,,,,,
REG2,TOP,FTE-COMCOA,COMCOA,OUT,,,,,
REG2,TOP,FTE-COMELC,COMELC,OUT,,,,,
REG2,TOP,FTE-COMELC,ELC,IN,,,,,
REG2,TOP,FTE-COMGAS,COMGAS,OUT,,,,,
REG2,TOP,FTE-COMGAS,GAS,IN,,,,,
REG2,TOP,FTE-COMOIL,COMOIL,OUT,,,,,
REG2,TOP,FTE-COMOIL,DSL,IN,,,,,
REG2,TOP,FTE-COMOIL,GSL,IN,,,,,
REG2,TOP,FTE-COMOIL,HFO,IN,,,,,
REG2,TOP,FTE-COMOIL,KER,IN,,,,,
REG2,TOP,FTE-COMOIL,LPG,IN,,,,,
REG2,TOP,FTE-COMOIL,OPP,IN,,,,,
REG2,TOP,FTE-COMSOL,COMSOL,OUT,,,,,
REG2,TOP,FTE-COMSOL,SOL,IN,,,,,
REG2,TOP,FTE-ELCBIO,BIO,IN,,,,,
REG2,TOP,FTE-ELCBIO,ELCBIO,OUT,,,,,
REG2,TOP,FTE-ELCCOA,COA,IN,,,,,
REG2,TOP,FTE-ELCCOA,ELCCOA,OUT,,,,,
REG2,TOP,FTE-ELCGAS,ELCGAS,OUT,,,,,
REG2,TOP,FTE-ELCGAS,GAS,IN,,,,,
REG2,TOP,FTE-ELCHYD,ELCHYD,OUT,,,,,
REG2,TOP,FTE-ELCHYD,HYD,IN,,,,,
REG2,TOP,FTE-ELCNUC,ELCNUC,OUT,,,,,
REG2,TOP,FTE-ELCNUC,NUC,IN,,,,,
REG2,TOP,FTE-ELCOIL,DSL,IN,,,,,
REG2,TOP,FTE-ELCOIL,ELCOIL,OUT,,,,,
REG2,TOP,FTE-ELCOIL,HFO,IN,,,,,
REG2,TOP,FTE-ELCOIL,LPG,IN,,,,,
REG2,TOP,FTE-ELCOIL,OPP,IN,,,,,
REG2,TOP,FTE-ELCSOL,ELCSOL,OUT,,,,,
REG2,TOP,FTE-ELCSOL,SOL,IN,,,,,
REG2,TOP,FTE-ELCWIN,ELCWIN,OUT,,,,,
REG2,TOP,FTE-ELCWIN,WIN,IN,,,,,
REG2,TOP,FTE-INDBIO,BIO,IN,,,,,
REG2,TOP,FTE-INDBIO,INDBIO,OUT,,,,,
REG2,TOP,FTE-INDCOA,COA,IN,,,,,
REG2,TOP,FTE-INDCOA,INDCOA,OUT,,,,,
REG2,TOP,FTE-INDELC,ELC,IN,,,,,
REG2,TOP,FTE-INDELC,INDELC,OUT,,,,,
REG2,TOP,FTE-INDGAS,GAS,IN,,,,,
REG2,TOP,FTE-INDGAS,INDGAS,OUT,,,,,
REG2,TOP,FTE-INDOIL,DSL,IN,,,,,
REG2,TOP,FTE-INDOIL,GSL,IN,,,,,
REG2,TOP,FTE-INDOIL,HFO,IN,,,,,
REG2,TOP,FTE-INDOIL,INDOIL,OUT,,,,,
REG2,TOP,FTE-INDOIL,KER,IN,,,,,
REG2,TOP,FTE-INDOIL,LPG,IN,,,,,
REG2,TOP,FTE-INDOIL,NAP,IN,,,,,
REG2,TOP,FTE-INDOIL,OPP,IN,,,,,
REG2,TOP,FTE-RSDBIO,BIO,IN,,,,,
REG2,TOP,FTE-RSDBIO,RSDBIO,OUT,,,,,
REG2,TOP,FTE-RSDCOA,COA,IN,,,,,
REG2,TOP,FTE-RSDCOA,RSDCOA,OUT,,,,,
REG2,TOP,FTE-RSDELC,ELC,IN,,,,,
REG2,TOP,FTE-RSDELC,RSDELC,OUT,,,,,
REG2,TOP,FTE-RSDGAS,GAS,IN,,,,,
REG2,TOP,FTE-RSDGAS,RSDGAS,OUT,,,,,
REG2,TOP,FTE-RSDOIL,DSL,IN,,,,,
